0,1,2,3,4,5,6,7,8,9
-0.5852381513604814,-0.6111811716758816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.563771228535378,-0.6051662391497203,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5340544021384116,-0.582937140683472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.23215621774922796,0.5625152273420257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5918433583835901,-0.6130118033142785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.652275727717612,1.0070971966669906,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.5835868496047042,-0.6088275024265142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8596508849445604,-0.5750915765189138,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5927020352965943,1.6085904492831198,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5569018132313448,-0.6017664946784117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5810108188656918,-0.6114426904813669,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.29626034409947305,0.03947761637147879,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.7751609216461017,1.9485648964139752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5722919455951883,-0.6080429460100583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5142321758620622,-0.5920902988754566,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.378848500259576,2.5239062684815767,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.5878802341697249,-0.6122272468978226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.49441655479273594,-0.5771837269627961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5911828376812793,0.8240340328272991,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.5525423765960931,-0.6009819382619559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5750000804746628,-0.6093505400374847,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5307451934198341,-0.587644479182207,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5954426040202099,0.19638889966264286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5841152661665528,-0.6103966152594258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4481801056309746,-0.5672460123543557,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.2559633063310862,1.3470716437978463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5925038790859011,-0.613534840925249,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5373504004429429,-0.5939209305138535,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2.1806922895663132,2.2623874629963034,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.5654225302911551,-0.6043816827332644,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5806145064443052,-0.6090890212319994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.520837382885171,-0.590521186042545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3220153765621738,0.6409708689876078,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5900599524873508,-0.6127502845087932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.38873324242299573,-0.5567852601349447,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.9825360788730502,1.7131979714772292,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.5823979123405446,-0.6096120588429699,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4977191583042903,-0.5816295466560457,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.5921075666645145,1.0070971966669906,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.5439556074660516,-0.598105231401618,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5786989964076037,-0.610658134064911,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5353688383360102,-0.593397892902883,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.49636449867357846,0.1440851385655882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5858986720627922,-0.6114426904813669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4679957267003009,-0.5745685389079433,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
